OTU,Sample,Abundance,Sample_Name,PalmID,Especie,Estadio,Age_Group,Procedencia,Habitat,Region,FirstBM,TypeBM_Updated,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,SecondBM,ThirdBM,FourthBM,FifthBM,PCR_Results_121_122,PCR_Results_duplex_Trangeli,PCR_Results_duplex_Tcruzi,Coinfection,Infection_Type,SingleInf_Tcruzi,Kingdom,Phylum,Class,Order,Family,Genus,Species
b02a8d33d018119dedb2db15db887bfd,E11.P2,0.03431372549019608,160,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,B6.P2,0.034220532319391636,118,HN9,R. pallescens,N3,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,F6.P3,0.03357314148681055,372,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C12.P2,0.03265940902021773,136,CAM1P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,F6.P2,0.03125,167,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A5.P3,0.029045643153526972,222,SF3,R. pallescens,N2,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E8.P3,0.02900763358778626,348,SF7,R. pallescens,N5,N4_Adult,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A8.P4,0.028634361233480177,418,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Positive,Positive,Positive,Yes,Tcruzi,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,F2.P2,0.02857142857142857,163,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Positive,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E6.P3,0.02738095238095238,346,SF6,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,H7.P3,0.02702702702702703,405,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Three,Mus,Didelphis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E5.P3,0.02631578947368421,345,SF6,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Three,Piranga,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A3.P3,0.025157232704402517,220,SF3,R. pallescens,N5,N4_Adult,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Three,Metachirus,Piranga,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C11.P3,0.024875621890547265,267,SF10,R. pallescens,N2,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Other,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D8.P3,0.024830699774266364,300,SF12,R. pallescens,N3,N1_N3,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D8.P2,0.02459016393442623,144,CHOR1P3,R. pallescens,N2,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,G10.P3,0.024154589371980676,395,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Three,Didelphis,Thraupis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,F10.P3,0.024096385542168676,377,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Three,Thraupis,Human,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,B5.P3,0.023391812865497075,240,SF9,R. pallescens,N5,N4_Adult,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E1.P1,0.022054868208714364,53,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,Yes,No,No,No,Three,Human,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,F3.P3,0.02112676056338028,368,SF8,R. pallescens,N2,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Four,Human,Bos,Thraupis,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,B11.P2,0.02109704641350211,123,HN9,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Positive,Negative,Yes,Coinfection,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C2.P3,0.020942408376963352,259,SF10,R. pallescens,Adult,N4_Adult,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Thraupis,NA,NA,Positive,NA,NA,NA,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E11.P3,0.020202020202020204,359,SF8,R. pallescens,Adult,N4_Adult,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mix,Yes,Yes,Yes,No,Four,Thraupis,Human,Bos,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,G11.P2,0.020202020202020204,185,CHOR1P5,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Other,Other,Mix,No,Yes,Yes,No,Four,Mus,Philander,Thraupis,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C6.P3,0.019695613249776187,263,SF10,R. pallescens,N5,N4_Adult,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C6.P2,0.01948051948051948,130,HN9,R. pallescens,N3,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mix,No,Yes,Yes,No,Two,Thraupis,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A4.P3,0.019402985074626865,221,SF3,R. pallescens,N3,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Other,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A9.P4,0.018581081081081082,419,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Mus,Bos,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D2.P2,0.01818181818181818,138,CAM1P17,R. pallescens,N2,N1_N3,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A7.P4,0.016483516483516484,417,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Positive,Positive,Positive,Yes,Tcruzi,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D10.P2,0.01485148514851485,146,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D5.P3,0.012509476876421531,297,SF12,R. pallescens,N5,N4_Adult,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,NA,NA,NA,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,E12.P3,0.012016021361815754,360,SF8,R. pallescens,Adult,N4_Adult,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A1.P3,0.011689070718877849,218,SF2,R. pallescens,Adult,N4_Adult,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,Positive,REDO,REDO,NA,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,A10.P4,0.011560693641618497,420,SF15,R. pallescens,N3,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,C8.P3,0.011385199240986717,264.5,SF10,R. pallescens,N1,N1_N3,Veraguas,Forest,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,Negative,Positive,Negative,No,Trangeli,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
b02a8d33d018119dedb2db15db887bfd,D2.P3,0.010344827586206896,294,SF12,R. pallescens,Adult,N4_Adult,Veraguas,Peridomestic,Veraguas,Didelphis,Mammal,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
2b45521fb7effd0b1237d33ecc85dc42,C1.P2,0.1375,125,HN9,R. pallescens,N1,N1_N3,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mix,Yes,Yes,Yes,No,Four,Thraupis,Other,Human,NA,Negative,Positive,Positive,No,Trangeli,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
2b45521fb7effd0b1237d33ecc85dc42,E9.P2,0.08793969849246232,158,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Positive,No,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
2b45521fb7effd0b1237d33ecc85dc42,B9.P2,0.04,121,HN9,R. pallescens,N5,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
2b45521fb7effd0b1237d33ecc85dc42,C2.P1,0.012618296529968454,28,CA1P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Human,Mammal,Yes,Yes,No,No,Two,Mus,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
9c7762885db6f2132f9dd191b408b7c6,E3.P2,0.0859375,151,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Three,Human,Mus,NA,NA,Positive,Negative,Negative,Yes,Tcruzi,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,aggregatus
b7ad1c76934fbccd754ed7c6679735d5,H4.P1,0.27816901408450706,92,HN5,R. pallescens,N4,N4_Adult,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Bird,No,No,Yes,Yes,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,agilis
b7ad1c76934fbccd754ed7c6679735d5,H2.P1,0.05964214711729622,90,HN5,R. pallescens,N2,N1_N3,La Chorrera,Peridomestic,La Chorrera,Piranga,Bird,Bird,No,No,Yes,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,agilis
b7ad1c76934fbccd754ed7c6679735d5,E8.P3,0.04732824427480916,348,SF7,R. pallescens,N5,N4_Adult,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,agilis
b7ad1c76934fbccd754ed7c6679735d5,E1.P1,0.02689618074233459,53,CA7P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,Yes,No,No,No,Three,Human,Mus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,agilis
6277f8ba7df67bbe19bc5ebbe06a4c79,F8.P1,0.20869565217391303,72,CA11P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Other,Other,Other,Yes,No,No,No,Three,Human,Philander,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,A8.P1,0.18100890207715134,8,CC3,R. pallescens,N3,N1_N3,Cerro Cama,Pasture,La Chorrera,Other,Other,Other,No,No,No,No,Three,Piranga,Thraupis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E8.P2,0.18012422360248448,157,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F3.P2,0.16379310344827586,164,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F6.P2,0.15625,167,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F9.P1,0.1360544217687075,73,CA11P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Other,Mammal,Yes,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E5.P2,0.13215859030837004,153,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,D8.P2,0.12021857923497267,144,CHOR1P3,R. pallescens,N2,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E8.P1,0.11174785100286533,60,CA8P17,R. pallescens,N4,N4_Adult,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,G10.P2,0.1111111111111111,184,CHOR1P5,R. pallescens,Adult,N4_Adult,La Chorrera,Pasture,La Chorrera,Thraupis,Bird,Bird,No,No,Yes,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E1.P2,0.10416666666666667,149,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,D6.P2,0.09747292418772563,142,CAM2P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Coendou,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,H4.P3,0.09695290858725762,401,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mammal,No,Yes,No,No,Three,Didelphis,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E10.P2,0.07923497267759563,159,CHOR1P3,R. pallescens,N5,N4_Adult,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,Positive,Negative,Positive,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F8.P3,0.07389162561576355,375,SF8,R. pallescens,N1,N1_N3,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,B2.P1,0.06910569105691057,14,CC3,R. pallescens,N1,N1_N3,Cerro Cama,Pasture,La Chorrera,Human,Bird,Mix,Yes,Yes,Yes,No,Four,Piranga,Metachirus,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F5.P2,0.06716417910447761,166,CHOR1P3,R. pallescens,N3,N1_N3,La Chorrera,Pasture,La Chorrera,Other,Reptile,Reptile,No,No,No,Yes,Three,Lepidodactylus,Philander,NA,NA,Positive,Negative,Negative,No,Tcruzi,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,C10.P1,0.06501547987616099,36,CA3P17,R. pallescens,N1,N1_N3,Capira,Pasture,Capira,Human,Other,Mammal,Yes,Yes,No,No,Three,Mus,Other,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,C6.P1,0.0610079575596817,32,CA1P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Mus,Mammal,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Philander,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,G10.P3,0.06038647342995169,395,SF11,R. pallescens,N1,N1_N3,Veraguas,Peridomestic,Veraguas,Heteromys,Mammal,Mix,No,Yes,Yes,No,Three,Didelphis,Thraupis,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,E6.P2,0.05555555555555555,154,CHOR1P3,R. pallescens,N1,N1_N3,La Chorrera,Pasture,La Chorrera,Philander,Mammal,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,F4.P1,0.049019607843137254,68,CA11P17,R. pallescens,N2,N1_N3,Capira,Pasture,Capira,Other,Other,Other,No,No,No,No,One,NA,NA,NA,NA,Negative,Negative,Negative,No,Negative,Negative,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
6277f8ba7df67bbe19bc5ebbe06a4c79,D7.P2,0.04861111111111111,143,CAM2P17,R. pallescens,Adult,N4_Adult,Campana,Peridomestic,Capira,Philander,Mammal,Mammal,No,Yes,No,No,Two,Tamandua,NA,NA,NA,Positive,Positive,Positive,Yes,Coinfection,Positive,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,albus
