#SampleID	Sample_Name	PalmID	ESPECIE	ESTADIO	Age_Group	New_Age_Group	SEXO	PROCEDENCIA	HABITAT	Region	FirstBM	TypeBM	HumanBM	MammalBM	BirdBM	ReptileBM	NumberBM	SecondBM	ThirdBM	FourthBM	FifthBM	TotalBM	PCR_RESULTS_121_122	SingleInf_Tcruzi	PCR_RESULTS_duplex_Trangeli	R1_R2_Results_1stRun	R1_R2_GelDate_1stRun	R1_R2_Results_2ndRun	R1_R2_GelDate_2ndRun	Consensus_R1R2_Results	SingleInf_Trangeli	PCR_RESULTS_duplex_Tcruzi	Coinfection	Infection_Type
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical				categorical	categorical	categorical	categorical
F12.P2	173	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G5.P2	178	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G7.P2	180	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Mammal	No	Yes	No	No	Two	Mus	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G8.P2	181	CHOR1P2	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Other	Mix	No	Yes	Yes	No	Three	Mus	Thraupis	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G10.P2	184	CHOR1P5	R. pallescens	Adult	N4_Adult	N3_Adult	Female	La Chorrera	Pasture	La Chorrera	Thraupis	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G11.P2	185	CHOR1P5	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Other	Mix	No	Yes	Yes	No	Four	Mus	Philander	Thraupis	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H1.P2	187	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
H2.P2	188	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H3.P2	189	CAM2P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
H5.P2	191	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Positive						Single	Negative	No	Trangeli
H10.P2	200	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Thraupis	Mix	Yes	Yes	Yes	No	Two	Philander	NA	NA	NA		Positive	Positive	Positive						Single	Negative	Yes	Coinfection
H11.P2	201	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Philander	Mammal	No	Yes	No	No	Two	Procyon	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
H12.P2	202	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
A1.P3	218	SF2	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Didelphis	NA	NA	NA		Positive	Positive	REDO						NA	REDO	NA	Tcruzi
A2.P3	219	SF3	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
A3.P3	220	SF3	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Metachirus	Piranga	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
A4.P3	221	SF3	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Didelphis	Other	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A5.P3	222	SF3	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Didelphis	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A6.P3	223	SF3	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Metachirus	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A7.P3	224	SF4	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Didelphis	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A8.P3	225	SF4	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Three	Human	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A9.P3	226	SF4	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Metachirus	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A10.P3	227	SF4	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Leopardus	NA	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
A11.P3	228	SF4	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
A12.P3	235	SF9	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Didelphis	Thraupis	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
B1.P3	236	SF9	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
B2.P3	237	SF9	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
B3.P3	238	SF9	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Didelphis	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
B4.P3	239	SF9	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
B5.P3	240	SF9	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
B6.P3	241	SF9	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
B7.P3	242	SF9	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
B8.P3	243	SF9	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
B9.P3	244	SF9	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Didelphis	Human	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C2.P3	259	SF10	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Thraupis	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
C3.P3	260	SF10	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Forest	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
C4.P3	261	SF10	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Veraguas	Forest	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Thraupis	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C5.P3	262	SF10	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
C6.P3	263	SF10	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C7.P3	264	SF10	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C8.P3	264.5	SF10	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Didelphis	Human	NA	NA		Negative	Negative	Positive						NA	Negative	No	Trangeli
C9.P3	265	SF10	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Didelphis	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C10.P3	266	SF10	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Didelphis	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
C11.P3	267	SF10	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Other	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
C12.P3	268	SF10	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Forest	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Four	Thraupis	Piranga	Didelphis	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
D1.P3	293	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D2.P3	294	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D3.P3	295	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D4.P3	296	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D5.P3	297	SF12	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D6.P3	298	SF12	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
D7.P3	299	SF12	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D8.P3	300	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
D9.P3	301	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
D10.P3	302	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
D11.P3	303	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
D12.P3	304	SF12	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Piranga	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
E1.P3	341	SF6	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E2.P3	342	SF6	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	No	Yes	Two	Other	Lepidodactylus	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E3.P3	343	SF6	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E4.P3	344	SF6	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E5.P3	345	SF6	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Three	Piranga	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E6.P3	346	SF6	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Two	Piranga	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E7.P3	347	SF7	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Piranga	Other	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
E8.P3	348	SF7	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
E9.P3	353	SF7	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E10.P3	356	SF7	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Four	Piranga	Human	Thraupis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
E11.P3	359	SF8	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Four	Thraupis	Human	Bos	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
E12.P3	360	SF8	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
F1.P3	361	SF8	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Four	Thraupis	Other	Human	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
F2.P3	362	SF8	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Pasture	Veraguas	Heteromys	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
F3.P3	368	SF8	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Four	Human	Bos	Thraupis	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
F4.P3	370	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F5.P3	371	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Other	Piranga	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F6.P3	372	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Two	Piranga	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F7.P3	373	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	No	Yes	Three	Human	Lepidodactylus	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F8.P3	375	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
F9.P3	376	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F10.P3	377	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mix	Yes	Yes	Yes	No	Three	Thraupis	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
F11.P3	378	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
F12.P3	379	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G1.P3	381	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Negative	Negative	Negative						NA	Negative	NA	Negative
G2.P3	381.5	SF8	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Pasture	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	NA						NA	NA	NA	Negative
G3.P3	382	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	NA						NA	NA	NA	Negative
G4.P3	383	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
G5.P3	384	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
G6.P3	385	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
G7.P3	389	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Didelphis	Metachirus	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
G8.P3	391	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G9.P3	393	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G10.P3	395	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G11.P3	396	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Negative	Negative	Negative						NA	Positive	No	Negative
G12.P3	397	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
H1.P3	398	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Tcruzi
H2.P3	399	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Mus	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H3.P3	400	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Didelphis	Bos	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H4.P3	401	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Didelphis	Other	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H6.P3	403	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Other	Human	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H7.P3	405	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Mus	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H8.P3	406	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Bos	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H9.P3	407	SF14	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Forest	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A2.P4	412	SF15	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Five	Mus	Human	Metachirus	Didelphis		Positive	Positive	Negative						NA	Negative	No	Tcruzi
A3.P4	413	SF15	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Human	Bos	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
A4.P4	414	SF15	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Forest	Veraguas	Didelphis	Mammal	No	Yes	No	No	Three	Marmosa	Heteromys	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Tcruzi
A5.P4	415	SF15	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Tcruzi
A6.P4	416	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Human	Heteromys	NA	NA		Positive	Negative	Positive						NA	Positive	Yes	Tcruzi
A7.P4	417	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Negative	Positive						NA	Positive	Yes	Tcruzi
A8.P4	418	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Negative	Positive						NA	Positive	Yes	Tcruzi
A9.P4	419	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Mus	Bos	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
A10.P4	420	SF15	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Forest	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Didelphis	Human	NA	NA		Positive	Negative	Positive						NA	Positive	Yes	Coinfection
